Q,U,probability
34492197,7716,0.605199877
34492197,6548,0.597963036
34492197,7724,0.576297675
34492197,7276,0.511195087
34492197,5036,0.35
34492197,6940,0.331614179
34492197,7732,0.31859852
34492197,6556,0.287106907
34492197,6412,0.279571295
34492197,7540,0.271878599
34492197,7532,0.271824436
34492197,7604,0.268011718
34492197,6564,0.261081964
34492197,7548,0.252749374
34492197,5156,0.246821112
34492197,7516,0.241456329
34492197,7556,0.225782231
34492197,7212,0.217298611
34498507,5036,0.943997578
34498507,5604,0.674452283
34498507,7668,0.659655825
34498507,7964,0.594487155
34498507,7972,0.588164936
34498507,7948,0.44735928
34498507,5596,0.39193103
34498507,5180,0.330636919
34498507,5612,0.270730808
34498507,5620,0.259885409
34498507,6468,0.258684946
34498507,6484,0.257727748
34498507,5628,0.253338999
34498507,5644,0.252541998
34498507,5636,0.249199108
34498507,5652,0.245409877
34498507,5156,0.244579943
34498507,5660,0.243599022
34498507,5668,0.243307794
34498507,6476,0.242713868
34519018,6828,0.608323917
34519018,6836,0.580736068
34519018,6332,0.520073959
34519018,5964,0.386793352
34519018,5036,0.35
34519018,6868,0.329830939
34519018,6876,0.299321382
34519018,6748,0.269051075
34519018,6756,0.268598677
34519018,6884,0.258575864
34519018,6764,0.256088927
34519018,6892,0.235752631
34519018,6772,0.217667067
34519018,5156,0.214681881
34519018,6940,0.206654745
34519018,5100,0.204824258
34519018,5556,0.198376949
34519018,7276,0.181687526
34519018,6788,0.176430399
34519018,5148,0.168548243
34521536,7460,0.463047556
34521536,7468,0.404259585
34521536,7452,0.392642643
34521536,5036,0.35
34521536,6172,0.339078165
34521536,5412,0.326487863
34521536,6180,0.315952921
34521536,6188,0.315806101
34521536,6196,0.311338915
34521536,6980,0.306813154
34521536,5156,0.303189751
34521536,6212,0.287084194
34521536,6556,0.281305342
34521536,6236,0.280322442
34521536,6908,0.277488695
34521536,6220,0.273915155
34521536,6228,0.272616357
34521536,7540,0.266180875
34521536,7532,0.266055232
34521536,5140,0.26338512
34533697,5124,0.650763526
34533697,5180,0.63005568
34533697,5132,0.618226014
34533697,5172,0.553901976
34533697,5108,0.548165019
34533697,5596,0.439241628
34533697,5196,0.42542637
34533697,5612,0.395424754
34533697,7948,0.379988986
34533697,5628,0.377548881
34533697,5620,0.375773849
34533697,5644,0.374654729
34533697,5636,0.37369335
34533697,5652,0.370262995
34533697,5660,0.366151047
34533697,5668,0.365768589
34533697,5684,0.35952669
34533697,5692,0.352137664
34533697,5700,0.351831275
34533697,5036,0.35
34536143,5036,0.66215439
34536143,6508,0.612483523
34536143,6468,0.564062064
34536143,6476,0.548090987
34536143,6484,0.541614283
34536143,6492,0.514635454
34536143,6500,0.508783074
34536143,6516,0.463963925
34536143,6524,0.423105656
34536143,6532,0.3397807
34536143,6276,0.335255308
34536143,6292,0.323464862
34536143,6316,0.30304638
34536143,5604,0.299055845
34536143,6324,0.297857289
34536143,7668,0.295575259
34536143,6300,0.285808648
34536143,5156,0.284703305
34536143,6540,0.282713318
34536143,6364,0.281925018
34536938,5428,0.632720689
34536938,6020,0.589177547
34536938,6028,0.557385772
34536938,6036,0.542362867
34536938,6044,0.534390899
34536938,5156,0.406200491
34536938,6052,0.376680865
34536938,5100,0.36965516
34536938,6844,0.3600454
34536938,6060,0.354306529
34536938,5036,0.35
34536938,6852,0.345700226
34536938,6860,0.320292917
34536938,6556,0.27055137
34536938,6100,0.269610825
34536938,7540,0.255619384
34536938,7532,0.255361244
34536938,5028,0.246951141
34536938,6076,0.239195756
34536938,7548,0.236181031
34542013,5884,0.549544243
34542013,5892,0.521891117
34542013,5900,0.511907937
34542013,5908,0.491337078
34542013,5916,0.489386769
34542013,5124,0.482085251
34542013,5132,0.449547737
34542013,5284,0.442882806
34542013,5924,0.422394136
34542013,5932,0.409079396
34542013,5172,0.389403559
34542013,5108,0.382847256
34542013,5036,0.35
34542013,5260,0.347279081
34542013,5196,0.334939745
34542013,5956,0.277713211
34542013,7948,0.26958595
34542013,5180,0.263516443
34542013,5100,0.258777184
34542013,5940,0.256152142
34545820,5036,0.77775576
34545820,6172,0.478153101
34545820,6188,0.463058128
34545820,7668,0.462221401
34545820,6196,0.456998856
34545820,7972,0.447199279
34545820,5604,0.445947916
34545820,6180,0.440769007
34545820,6220,0.420497901
34545820,6228,0.410975108
34545820,6204,0.409322016
34545820,6212,0.408077876
34545820,6236,0.387512612
34545820,7964,0.36245925
34545820,7948,0.340627958
34545820,4892,0.24392661
34545820,6076,0.22811307
34545820,5100,0.22301882
34545820,7956,0.222224616
34545820,5932,0.21929672
34550607,6932,0.509204528
34550607,6948,0.498853707
34550607,6956,0.481789113
34550607,5548,0.472784829
34550607,6916,0.451460766
34550607,6924,0.444445282
34550607,5156,0.403841904
34550607,6988,0.364843137
34550607,5564,0.362970307
34550607,5404,0.353501695
34550607,5036,0.35
34550607,6972,0.333362743
34550607,6004,0.328510132
34550607,5996,0.32166544
34550607,6980,0.315609561
34550607,6964,0.313222135
34550607,6012,0.30312143
34550607,6204,0.290137679
34550607,6052,0.286664655
34550607,6996,0.283196245
34553714,5428,0.530027802
34553714,6020,0.486484661
34553714,5452,0.459184397
34553714,6028,0.454692884
34553714,6036,0.43966998
34553714,6044,0.437468614
34553714,5460,0.396745564
34553714,5468,0.37374456
34553714,5484,0.366886197
34553714,5492,0.35930413
34553714,5100,0.351495461
34553714,5036,0.35
34553714,5476,0.336635674
34553714,5412,0.308493783
34553714,6052,0.307198595
34553714,5420,0.294840751
34553714,5500,0.287704559
34553714,5508,0.277348702
34553714,5524,0.271870106
34553714,6060,0.271489023
34555663,5428,0.675813444
34555663,6020,0.632270302
34555663,6028,0.600478528
34555663,6036,0.585455623
34555663,6044,0.575062151
34555663,7276,0.493952256
34555663,5100,0.415674786
34555663,6052,0.405837533
34555663,6060,0.357389129
34555663,5036,0.35
34555663,6548,0.343481584
34555663,7300,0.331722918
34555663,7308,0.315195263
34555663,7716,0.314789444
34555663,7724,0.296530637
34555663,5156,0.290177617
34555663,6100,0.288931444
34555663,5028,0.266256388
34555663,7284,0.253748578
34555663,6076,0.251157122
34561246,8044,0.521816789
34561246,5980,0.496882072
34561246,6844,0.38746287
34561246,6852,0.373117696
34561246,5036,0.35
34561246,6860,0.343881393
34561246,5156,0.314278419
34561246,4892,0.304395098
34561246,5412,0.214568925
34561246,4916,0.213476507
34561246,5100,0.204824258
34561246,6900,0.198455548
34561246,4932,0.194377452
34561246,5164,0.192676334
34561246,5020,0.191202813
34561246,4964,0.188110268
34561246,5012,0.174628367
34561246,5028,0.156960288
34561246,7604,0.152877733
34561246,6908,0.150947462
34563539,5596,0.746417523
34563539,5180,0.739901488
34563539,5612,0.709809936
34563539,5628,0.690713616
34563539,5620,0.688002034
34563539,5636,0.687575031
34563539,5652,0.685049492
34563539,5644,0.682532012
34563539,5660,0.675135903
34563539,5668,0.67452343
34563539,5684,0.668293131
34563539,5692,0.665708772
34563539,5700,0.663176146
34563539,5716,0.655926098
34563539,5732,0.653865426
34563539,5708,0.653632516
34563539,6804,0.650151329
34563539,6812,0.648051551
34563539,6796,0.644539468
34563539,5676,0.641938041
34564337,7340,0.445297471
34564337,7172,0.443059521
34564337,7316,0.431803212
34564337,7324,0.431783787
34564337,7180,0.43143213
34564337,5156,0.424895717
34564337,7188,0.424080503
34564337,7196,0.417843393
34564337,7332,0.416776121
34564337,7204,0.415077769
34564337,7212,0.415058398
34564337,5956,0.403619047
34564337,7220,0.402932699
34564337,7348,0.360118622
34564337,7228,0.357607016
34564337,5036,0.35
34564337,7236,0.339971028
34564337,7244,0.33515506
34564337,6564,0.321593824
34564337,6572,0.318938454
34583110,6148,0.590153238
34583110,6124,0.57952707
34583110,6132,0.577835702
34583110,6140,0.565260029
34583110,6156,0.525630558
34583110,6164,0.476479404
34583110,5764,0.411492457
34583110,5036,0.35
34583110,5780,0.310790743
34583110,5868,0.310494044
34583110,5772,0.303712357
34583110,5748,0.299486023
34583110,5788,0.287056607
34583110,5804,0.277539105
34583110,5812,0.273661136
34583110,5796,0.273129586
34583110,5820,0.273095916
34583110,5828,0.27265592
34583110,5156,0.272120561
34583110,5860,0.266154623
34594880,7068,0.485834815
34594880,7060,0.464392754
34594880,7652,0.375296939
34594880,5156,0.356316215
34594880,5036,0.35
34594880,5420,0.339774149
34594880,7660,0.326743973
34594880,7508,0.31081922
34594880,7076,0.301961252
34594880,7244,0.296425152
34594880,7476,0.273314203
34594880,7484,0.247068714
34594880,7028,0.246183235
34594880,7172,0.243877273
34594880,5100,0.220412461
34594880,5412,0.217718736
34594880,7180,0.17874841
34594880,6284,0.178135182
34594880,7188,0.176975717
34594880,7212,0.175104161
34595056,5772,0.681308326
34595056,5748,0.678857122
34595056,5780,0.678373531
34595056,5788,0.673980276
34595056,5804,0.664462769
34595056,5812,0.660584805
34595056,5820,0.660019582
34595056,5828,0.654472743
34595056,5796,0.652717221
34595056,5836,0.648653235
34595056,5844,0.64829221
34595056,5764,0.644788349
34595056,5860,0.597996278
34595056,5756,0.573908175
34595056,5868,0.572746169
34595056,5740,0.559235335
34595056,5876,0.537341253
34595056,7444,0.518501174
34595056,5852,0.493994117
34595056,6772,0.460271946
34595244,7412,0.462529005
34595244,5916,0.455842863
34595244,5884,0.447475613
34595244,7396,0.440657064
34595244,5908,0.427503336
34595244,7404,0.422941273
34595244,5892,0.419822487
34595244,5900,0.412019213
34595244,7428,0.38873378
34595244,7420,0.387298184
34595244,5284,0.37915847
34595244,6892,0.372770033
34595244,7268,0.368914964
34595244,5260,0.35071855
34595244,5036,0.35
34595244,5924,0.347729461
34595244,5932,0.334572467
34595244,7436,0.319881191
34595244,7252,0.319433962
34595244,4868,0.287780576
34597715,5596,0.626919991
34597715,5180,0.625904014
34597715,5612,0.587507848
34597715,5628,0.568886306
34597715,5620,0.566539061
34597715,5636,0.565468815
34597715,5644,0.562761626
34597715,5652,0.562591284
34597715,5660,0.554934649
34597715,5668,0.554411656
34597715,5684,0.548176845
34597715,5692,0.543723375
34597715,5700,0.542056799
34597715,5716,0.535155622
34597715,5708,0.53499092
34597715,5732,0.531407219
34597715,6812,0.530861541
34597715,6804,0.527693122
34597715,5676,0.524606908
34597715,6796,0.524416556
34600833,7540,0.528525469
34600833,6556,0.420387085
34600833,7476,0.41241613
34600833,7532,0.404361189
34600833,5292,0.399752205
34600833,7548,0.386132643
34600833,7484,0.384174823
34600833,5300,0.379094674
34600833,5268,0.370819865
34600833,5308,0.360966137
34600833,7556,0.355428067
34600833,5316,0.354361871
34600833,5036,0.35
34600833,5324,0.345066345
34600833,7700,0.317292041
34600833,7244,0.311953856
34600833,5332,0.295837685
34600833,5340,0.294938496
34600833,4876,0.284210981
34600833,5156,0.266802466
34601147,6468,0.493104585
34601147,6476,0.477133508
34601147,6484,0.475650359
34601147,6492,0.446137244
34601147,6500,0.441060469
34601147,6508,0.440385979
34601147,5516,0.432491379
34601147,5452,0.432013127
34601147,5036,0.40277574
34601147,6516,0.402214902
34601147,6524,0.368839541
34601147,5460,0.349227498
34601147,5468,0.347845958
34601147,5484,0.34114123
34601147,5492,0.334424187
34601147,5420,0.314705622
34601147,5476,0.313446783
34601147,5348,0.300252101
34601147,6532,0.297715918
34601147,5412,0.289525119
34606796,7540,0.705028767
34606796,6556,0.684601142
34606796,7532,0.667101486
34606796,7548,0.65055107
34606796,7556,0.612437422
34606796,7516,0.399357578
34606796,5036,0.35
34606796,7564,0.344971754
34606796,5156,0.306413417
34606796,5100,0.220220535
34606796,5292,0.152890648
34606796,5268,0.138587645
34606796,5180,0.135751282
34606796,4892,0.132467618
34606796,5316,0.129810234
34606796,5564,0.129662095
34606796,5300,0.129400228
34606796,7700,0.129284317
34606796,5412,0.128868199
34606796,5324,0.127277735
34610056,7300,0.479575586
34610056,6548,0.468750955
34610056,7308,0.463796044
34610056,7716,0.463491441
34610056,7276,0.45516628
34610056,7724,0.439782781
34610056,7084,0.360173149
34610056,7092,0.355997168
34610056,5036,0.35
34610056,7100,0.295251691
34610056,5100,0.284460793
34610056,7708,0.272486479
34610056,7788,0.271825549
34610056,6940,0.255454648
34610056,7732,0.253151609
34610056,5572,0.246534685
34610056,7796,0.242565715
34610056,6436,0.228648519
34610056,6412,0.22143242
34610056,7604,0.219058432
34620113,5596,0.746141481
34620113,5180,0.739638151
34620113,5612,0.709527416
34620113,5628,0.690432192
34620113,5620,0.687721452
34620113,5636,0.687292963
34620113,5652,0.684766611
34620113,5644,0.68225534
34620113,5660,0.674858235
34620113,5668,0.674245969
34620113,5684,0.66801566
34620113,5692,0.665426983
34620113,5700,0.662896358
34620113,5716,0.655647115
34620113,5732,0.653582545
34620113,5708,0.653358451
34620113,6804,0.649868448
34620113,6812,0.646354821
34620113,6796,0.644261982
34620113,5676,0.641667003
34634518,7108,0.452017724
34634518,5140,0.432877229
34634518,5348,0.413530917
34634518,5532,0.404761015
34634518,8052,0.397081536
34634518,5356,0.379890031
34634518,5036,0.35
34634518,5364,0.322008187
34634518,8060,0.319799323
34634518,6308,0.282682718
34634518,5372,0.255311863
34634518,8068,0.232678891
34634518,7732,0.230537224
34634518,7780,0.225610822
34634518,8076,0.225178539
34634518,5156,0.214681881
34634518,8084,0.211458564
34634518,7516,0.210284877
34634518,5100,0.204824258
34634518,6748,0.202741239
34646470,7172,0.672256108
34646470,7180,0.66785202
34646470,7188,0.655280544
34646470,7196,0.654199068
34646470,7204,0.649618018
34646470,7212,0.63956813
34646470,7220,0.639352585
34646470,5156,0.59159181
34646470,7236,0.573139477
34646470,7228,0.558409348
34646470,7244,0.403572218
34646470,7252,0.352620258
34646470,5036,0.35
34646470,6108,0.312390222
34646470,5932,0.295374733
34646470,7068,0.293962673
34646470,6484,0.256767551
34646470,7260,0.251246395
34646470,5100,0.224645167
34646470,7268,0.218161068
34648818,5036,0.487148832
34648818,6932,0.481454512
34648818,6948,0.471103691
34648818,6956,0.454039096
34648818,5548,0.451205836
34648818,6916,0.425543961
34648818,6924,0.419157387
34648818,5156,0.392891305
34648818,6988,0.343766341
34648818,6156,0.289654249
34648818,5876,0.285780033
34648818,7340,0.283966727
34648818,6204,0.275945342
34648818,6052,0.271808712
34648818,7508,0.263480646
34648818,6428,0.262385092
34648818,7316,0.261651252
34648818,7324,0.261631829
34648818,5956,0.251756767
34648818,7652,0.247842846
34649430,6276,0.663854338
34649430,6292,0.638053637
34649430,6316,0.631645409
34649430,6324,0.622007055
34649430,6300,0.608452991
34649430,6340,0.60407591
34649430,7764,0.389993219
34649430,5036,0.35
34649430,6596,0.344186469
34649430,5540,0.267775103
34649430,6508,0.250593305
34649430,6100,0.224366372
34649430,5156,0.214681881
34649430,5100,0.204824258
34649430,5444,0.192806242
34649430,6748,0.167320575
34649430,8044,0.167001028
34649430,6756,0.166868176
34649430,6764,0.15958125
34649430,5980,0.158999586
34649884,5052,0.655818733
34649884,5060,0.602275693
34649884,5068,0.567840271
34649884,5076,0.512734465
34649884,5092,0.445558614
34649884,5084,0.396135892
34649884,5036,0.35
34649884,5100,0.268447887
34649884,5140,0.248682868
34649884,7476,0.229742704
34649884,7756,0.221009247
34649884,5156,0.214681881
34649884,7612,0.213641659
34649884,7620,0.213602816
34649884,7484,0.204122374
34649884,5444,0.201016559
34649884,5292,0.179834323
34649884,5148,0.179006782
34649884,7628,0.177837686
34649884,7244,0.172702722
34656012,5452,0.651615157
34656012,5460,0.559348971
34656012,5468,0.557162109
34656012,5484,0.549215678
34656012,5492,0.535507394
34656012,5476,0.500862671
34656012,5420,0.430526415
34656012,5500,0.42127183
34656012,5516,0.419162575
34656012,5508,0.41915292
34656012,5524,0.398840625
34656012,5412,0.390564056
34656012,5100,0.36872745
34656012,5532,0.368091997
34656012,5036,0.35
34656012,5548,0.322807757
34656012,5540,0.31042668
34656012,5116,0.308856346
34656012,4860,0.285732069
34656012,5428,0.274733776
34657549,5180,0.565035751
34657549,5596,0.563115005
34657549,5668,0.560931028
34657549,5612,0.522205387
34657549,5628,0.50383735
34657549,5620,0.501684639
34657549,5636,0.500270938
34657549,5644,0.498810952
34657549,5652,0.497205464
34657549,5660,0.490753915
34657549,8092,0.488145528
34657549,6044,0.485405723
34657549,5684,0.48404148
34657549,5428,0.483054044
34657549,5692,0.478590008
34657549,5700,0.477385856
34657549,5708,0.471642956
34657549,6796,0.471341285
34657549,5716,0.470670955
34657549,5732,0.4660214
34657831,8100,0.444116256
34657831,5428,0.415123822
34657831,5100,0.413568556
34657831,8108,0.402468373
34657831,5380,0.393042543
34657831,6020,0.371580683
34657831,8116,0.362143188
34657831,5036,0.35
34657831,6876,0.341989815
34657831,6028,0.339788903
34657831,6044,0.329021412
34657831,6036,0.324765999
34657831,5116,0.308316066
34657831,5156,0.254742779
34657831,6052,0.229454268
34657831,5164,0.204404216
34657831,6060,0.203785071
34657831,5188,0.191286304
34657831,6076,0.182667132
34657831,5348,0.172567074
34661188,7876,0.51785426
34661188,5452,0.455025784
34661188,7884,0.427572717
34661188,5460,0.371246664
34661188,5468,0.369780732
34661188,5484,0.362945882
34661188,5492,0.355496209
34661188,5036,0.35
34661188,5476,0.333086572
34661188,5412,0.300113247
34661188,7700,0.298795929
34661188,5420,0.291908454
34661188,5500,0.290359547
34661188,5156,0.282702536
34661188,5508,0.274284177
34661188,5524,0.269126152
34661188,5516,0.265573033
34661188,5532,0.256686999
34661188,5548,0.245808523
34661188,5100,0.204824258
34665412,5180,0.591558344
34665412,5596,0.590917239
34665412,5612,0.550660127
34665412,5628,0.532181628
34665412,5620,0.529944152
34665412,5636,0.528680107
34665412,5644,0.526676667
34665412,5652,0.525696527
34665412,5660,0.518719877
34665412,5668,0.518223843
34665412,5684,0.511987672
34665412,5692,0.506971068
34665412,5700,0.50556542
34665412,5708,0.499246048
34665412,5716,0.498769351
34665412,5732,0.494512462
34665412,6804,0.490798365
34665412,5676,0.489256858
34665412,6796,0.488225387
34665412,6812,0.4881726
34665877,6572,0.503072843
34665877,6564,0.492816633
34665877,6404,0.447874754
34665877,6580,0.441388958
34665877,6596,0.428962667
34665877,6380,0.420581153
34665877,6604,0.413725797
34665877,6388,0.4111887
34665877,7340,0.381510434
34665877,5156,0.356969858
34665877,5036,0.35
34665877,5508,0.345657401
34665877,6420,0.335503811
34665877,5412,0.30778459
34665877,6428,0.30506021
34665877,6700,0.301036056
34665877,6708,0.296455305
34665877,6412,0.277745146
34665877,5100,0.273778649
34665877,6084,0.270397207
34668117,6572,0.593404577
34668117,6564,0.576814268
34668117,6580,0.517656549
34668117,6596,0.504654162
34668117,6604,0.488387083
34668117,5508,0.40866215
34668117,5036,0.35
34668117,6708,0.336849784
34668117,6700,0.327117523
34668117,6412,0.321527741
34668117,6084,0.311470528
34668117,6620,0.300462446
34668117,5100,0.286347791
34668117,7340,0.285891573
34668117,7676,0.282249645
34668117,7684,0.280850863
34668117,4884,0.278121995
34668117,6740,0.264850522
34668117,7284,0.241271082
34668117,4892,0.238852465
34668535,5180,0.601270269
34668535,5596,0.601097737
34668535,5612,0.561079557
34668535,7940,0.547432285
34668535,5628,0.54256061
34668535,5620,0.540292094
34668535,5636,0.53908285
34668535,5644,0.536880411
34668535,5652,0.536129257
34668535,5660,0.528960328
34668535,5668,0.528456671
34668535,5684,0.522220885
34668535,5716,0.518757504
34668535,5692,0.517363518
34668535,5700,0.515884087
34668535,5708,0.509353626
34668535,5676,0.507013066
34668535,5732,0.504945193
34668535,6804,0.501231095
34668535,6812,0.4985471
34671849,7684,0.585158575
34671849,4884,0.567553374
34671849,7676,0.55941177
34671849,7284,0.515818398
34671849,7164,0.359293271
34671849,5964,0.358069056
34671849,6884,0.355257609
34671849,5036,0.35
34671849,7692,0.348547522
34671849,7660,0.342976952
34671849,7236,0.305366694
34671849,5124,0.286644978
34671849,7884,0.280426401
34671849,8012,0.264014152
34671849,5860,0.258228907
34671849,7524,0.255566581
34671849,5132,0.254107463
34671849,6708,0.247655373
34671849,8124,0.245926509
34671849,8004,0.241537476
34672146,5996,0.524944961
34672146,6004,0.5155892
34672146,6012,0.506400951
34672146,6116,0.423660525
34672146,7116,0.401857286
34672146,7124,0.393679116
34672146,7132,0.3936791
34672146,6244,0.393237131
34672146,5156,0.388963228
34672146,7140,0.375946294
34672146,5036,0.35
34672146,5276,0.323221574
34672146,7452,0.270808868
34672146,6164,0.264274843
34672146,5100,0.204824258
34672146,7780,0.185303147
34672146,8068,0.184417956
34672146,8076,0.176917604
34672146,7516,0.172727893
34672146,8084,0.17189789
34673937,6276,0.615042071
34673937,6292,0.591322546
34673937,6316,0.582833142
34673937,6324,0.573855711
34673937,6300,0.560525272
34673937,6340,0.555263643
34673937,7764,0.358554271
34673937,5036,0.35
34673937,6596,0.317371811
34673937,6828,0.26794687
34673937,6708,0.253602143
34673937,8004,0.248318153
34673937,6836,0.240359024
34673937,8020,0.235927577
34673937,8012,0.234481107
34673937,6508,0.231496162
34673937,8132,0.229007764
34673937,5972,0.219685739
34673937,5156,0.214681881
34673937,7988,0.211636714
34674798,5596,0.510612269
34674798,5156,0.498401363
34674798,5180,0.471370833
34674798,6380,0.469683012
34674798,6388,0.460290559
34674798,6404,0.458420464
34674798,6420,0.421012034
34674798,5660,0.415240269
34674798,5612,0.396025007
34674798,5628,0.378146804
34674798,5852,0.376578557
34674798,5620,0.376369983
34674798,5644,0.375242556
34674798,5636,0.374292642
34674798,5652,0.370864014
34674798,7940,0.369624225
34674798,5668,0.366358092
34674798,6868,0.36024335
34674798,5684,0.360116216
34674798,5740,0.358776869
34701132,6556,0.552906508
34701132,7532,0.536141432
34701132,7540,0.532920735
34701132,7548,0.51875457
34701132,7556,0.484333894
34701132,6172,0.359692873
34701132,5036,0.35
34701132,4892,0.345197343
34701132,5100,0.338318737
34701132,6188,0.337632877
34701132,6196,0.332929701
34701132,7516,0.320948782
34701132,5116,0.319536991
34701132,6180,0.318518757
34701132,6212,0.305018765
34701132,6220,0.295642725
34701132,6228,0.293124906
34701132,5156,0.286669768
34701132,6236,0.278096168
34701132,6204,0.276232153
34702411,6212,0.609319191
34702411,6588,0.559136004
34702411,6612,0.511683222
34702411,6196,0.420798353
34702411,7292,0.397559154
34702411,6172,0.371313963
34702411,5036,0.35
34702411,6188,0.349937245
34702411,6180,0.330511653
34702411,6220,0.307891168
34702411,6228,0.304686153
34702411,6236,0.288830053
34702411,6204,0.285850708
34702411,7956,0.275623769
34702411,7820,0.26215753
34702411,5068,0.244833665
34702411,7852,0.225028694
34702411,5100,0.218132926
34702411,5156,0.214681881
34702411,7996,0.213101735
34704606,5428,0.416581121
34704606,7460,0.379842578
34704606,6020,0.373037981
34704606,5036,0.35
34704606,6588,0.341501218
34704606,6028,0.341246201
34704606,7468,0.333221953
34704606,6044,0.330396821
34704606,7452,0.328036188
34704606,5948,0.326734794
34704606,6036,0.326223298
34704606,6612,0.30730617
34704606,7292,0.30376756
34704606,5100,0.300115631
34704606,6980,0.259779065
34704606,5028,0.259290486
34704606,5156,0.254940866
34704606,5412,0.250574896
34704606,6212,0.23209453
34704606,4852,0.231412206
34705346,7452,0.668465358
34705346,7460,0.489345035
34705346,6116,0.451848072
34705346,7116,0.430044833
34705346,7468,0.426711494
34705346,7124,0.421866663
34705346,7132,0.421866647
34705346,5156,0.419883128
34705346,6244,0.418383563
34705346,7140,0.402652062
34705346,5036,0.35
34705346,5276,0.345050824
34705346,6980,0.321678586
34705346,5412,0.285661648
34705346,6164,0.281613478
34705346,5140,0.277391092
34705346,6996,0.263882917
34705346,7436,0.224039622
34705346,5100,0.204824258
34705346,6908,0.202027633
34711052,7492,0.489016565
34711052,7500,0.479008083
34711052,4732,0.460297971
34711052,4740,0.452592847
34711052,4748,0.448709378
34711052,4772,0.446874862
34711052,4764,0.430835172
34711052,4788,0.418957609
34711052,4756,0.418687946
34711052,4780,0.415889024
34711052,4796,0.392283179
34711052,4804,0.389566017
34711052,4812,0.359830548
34711052,5036,0.35
34711052,4820,0.333461676
34711052,4828,0.319842843
34711052,5156,0.293960829
34711052,4836,0.292433062
34711052,4852,0.287155354
34711052,4844,0.278471809
34711078,7788,0.532673849
34711078,7708,0.518720182
34711078,7796,0.473716092
34711078,6436,0.456671839
34711078,5124,0.427035073
34711078,5132,0.394497559
34711078,5100,0.365359921
34711078,5036,0.35
34711078,5172,0.335717528
34711078,5108,0.328893821
34711078,5196,0.260799429
34711078,5180,0.24542728
34711078,8140,0.239488758
34711078,7948,0.233554595
34711078,6548,0.226274548
34711078,7300,0.21516768
34711078,5156,0.214681881
34711078,7308,0.198050272
34711078,7716,0.197564664
34711078,6076,0.187981959
34711619,8148,0.543310873
34711619,8156,0.538604971
34711619,8164,0.536960166
34711619,8172,0.52984197
34711619,8180,0.488843602
34711619,6556,0.406690497
34711619,7532,0.390740999
34711619,7540,0.389321799
34711619,7548,0.372425461
34711619,5036,0.35
34711619,7556,0.342104963
34711619,7980,0.331699208
34711619,5156,0.264749075
34711619,8140,0.238768335
34711619,7516,0.233894199
34711619,6828,0.228681869
34711619,6292,0.21250943
34711619,5100,0.204824258
34711619,6836,0.201094024
34711619,8028,0.198134788
34716342,6588,0.577315856
34716342,5068,0.565730697
34716342,6612,0.528755606
34716342,5052,0.429245243
34716342,7292,0.411026051
34716342,5060,0.375702205
34716342,6212,0.366497712
34716342,5036,0.35
34716342,5076,0.307950409
34716342,5084,0.248033034
34716342,5092,0.234501695
34716342,5156,0.214681881
34716342,5100,0.204824258
34716342,8188,0.174994079
34716342,5140,0.15600451
34716342,5180,0.135751282
34716342,7980,0.13399573
34716342,8196,0.133523216
34716342,4892,0.132467618
34716342,5148,0.131624208
34717460,5100,0.569705905
34717460,7612,0.501299469
34717460,7620,0.501260626
34717460,5116,0.498316995
34717460,7628,0.453752091
34717460,5164,0.414563189
34717460,5188,0.381287231
34717460,5036,0.35
34717460,7644,0.349436171
34717460,7636,0.345115297
34717460,6580,0.272814271
34717460,5148,0.252184261
34717460,6252,0.250289566
34717460,5156,0.247902458
34717460,5092,0.236523066
34717460,6260,0.235263885
34717460,6268,0.224310848
34717460,5324,0.218763552
34717460,7796,0.177743622
34717460,6284,0.168611535
34717994,5988,0.62232964
34717994,6372,0.611644361
34717994,6100,0.518099881
34717994,6412,0.485186098
34717994,5044,0.480922942
34717994,6396,0.479558296
34717994,5940,0.452641847
34717994,5100,0.376081509
34717994,5036,0.35
34717994,6444,0.342283661
34717994,6452,0.341982603
34717994,6460,0.323433365
34717994,6004,0.281750765
34717994,6236,0.275914046
34717994,5996,0.270856859
34717994,6012,0.252312849
34717994,7924,0.221352689
34717994,5156,0.214681881
34717994,6564,0.198716802
34717994,6572,0.186795515
34718152,8004,0.513978578
34718152,8020,0.499489451
34718152,8012,0.492250292
34718152,6708,0.486590907
34718152,5972,0.472123614
34718152,5052,0.459861731
34718152,8132,0.452544179
34718152,7892,0.447171244
34718152,7988,0.444415881
34718152,5060,0.406318692
34718152,6444,0.389862056
34718152,5068,0.38715457
34718152,5036,0.35
34718152,5076,0.335622528
34718152,5156,0.281969953
34718152,5084,0.268045919
34718152,5092,0.252777251
34718152,5412,0.244679901
34718152,6668,0.222324674
34718152,5492,0.221302625
34719955,5444,0.616637715
34719955,6676,0.520988234
34719955,5180,0.442751158
34719955,6668,0.424930042
34719955,5596,0.417894641
34719955,5612,0.373576763
34719955,5628,0.355785704
34719955,5620,0.354075757
34719955,5644,0.353259
34719955,5636,0.35188035
34719955,5036,0.35
34719955,5652,0.348387115
34719955,5660,0.344678348
34719955,5668,0.344311875
34719955,5684,0.33806917
34719955,5716,0.337198817
34719955,5692,0.330346246
34719955,5700,0.330194568
34719955,5708,0.327462775
34719955,5676,0.319371028
34720355,6124,0.665027524
34720355,6132,0.660565926
34720355,6140,0.650760485
34720355,6148,0.577066704
